,restaurantsId,name,averageRating,establishmentTypeAndCuisineTags
5415,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5416,d16845556,Yeda Republic,5.0,Asian
5417,d6158439,The Brasserie,4.5,Indian International Asian
5418,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5419,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5420,d1138825,Lotus Cafe,4.5,Indian Cafe International
5421,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5422,d1370074,Dakshin Coastal,4.5,Indian
5423,d947165,Flamboyante,4.5,Indian
5424,d5899260,Bombay High,5.0,Bar
5425,d7707818,The Bombay Canteen,4.5,Indian
5426,d1202559,It's Mirchi,4.5,Indian
5427,d4064145,The Arthouse,4.5,Indian International
5428,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5429,d5901185,Fountain Sizzlers,4.5,Indian
5430,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5431,d21387580,Fiona,5.0,Italian Indian Bar Asian
5432,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5433,d2034920,Namak,5.0,Indian
5434,d8010527,Saptami,5.0,Indian
5435,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5436,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5437,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5438,d15223662,Ummrao,5.0,Indian
5439,d804433,Kebabs & Kurries,5.0,Indian
5440,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5441,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5442,d19428928,Tanatan Shivaji Park,5.0,Indian
5443,d1014520,Peshawri,4.5,Indian Healthy
5444,d3268182,Nawab Saheb,5.0,Indian
5445,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5446,d16845556,Yeda Republic,5.0,Asian
5447,d6158439,The Brasserie,4.5,Indian International Asian
5448,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5449,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5450,d1138825,Lotus Cafe,4.5,Indian Cafe International
5451,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5452,d1370074,Dakshin Coastal,4.5,Indian
5453,d947165,Flamboyante,4.5,Indian
5454,d5899260,Bombay High,5.0,Bar
5455,d7707818,The Bombay Canteen,4.5,Indian
5456,d1202559,It's Mirchi,4.5,Indian
5457,d4064145,The Arthouse,4.5,Indian International
5458,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5459,d5901185,Fountain Sizzlers,4.5,Indian
5460,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5461,d21387580,Fiona,5.0,Italian Indian Bar Asian
5462,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5463,d2034920,Namak,5.0,Indian
5464,d8010527,Saptami,5.0,Indian
5465,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5466,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5467,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5468,d15223662,Ummrao,5.0,Indian
5469,d804433,Kebabs & Kurries,5.0,Indian
5470,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5471,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5472,d19428928,Tanatan Shivaji Park,5.0,Indian
5473,d1014520,Peshawri,4.5,Indian Healthy
5474,d3268182,Nawab Saheb,5.0,Indian
5475,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5476,d16845556,Yeda Republic,5.0,Asian
5477,d6158439,The Brasserie,4.5,Indian International Asian
5478,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5479,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5480,d1138825,Lotus Cafe,4.5,Indian Cafe International
5481,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5482,d1370074,Dakshin Coastal,4.5,Indian
5483,d947165,Flamboyante,4.5,Indian
5484,d5899260,Bombay High,5.0,Bar
5485,d7707818,The Bombay Canteen,4.5,Indian
5486,d1202559,It's Mirchi,4.5,Indian
5487,d4064145,The Arthouse,4.5,Indian International
5488,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5489,d5901185,Fountain Sizzlers,4.5,Indian
5490,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5491,d21387580,Fiona,5.0,Italian Indian Bar Asian
5492,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5493,d2034920,Namak,5.0,Indian
5494,d8010527,Saptami,5.0,Indian
5495,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5496,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5497,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5498,d15223662,Ummrao,5.0,Indian
5499,d804433,Kebabs & Kurries,5.0,Indian
5500,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5501,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5502,d19428928,Tanatan Shivaji Park,5.0,Indian
5503,d1014520,Peshawri,4.5,Indian Healthy
5504,d3268182,Nawab Saheb,5.0,Indian
5505,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5506,d16845556,Yeda Republic,5.0,Asian
5507,d6158439,The Brasserie,4.5,Indian International Asian
5508,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5509,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5510,d1138825,Lotus Cafe,4.5,Indian Cafe International
5511,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5512,d1370074,Dakshin Coastal,4.5,Indian
5513,d947165,Flamboyante,4.5,Indian
5514,d5899260,Bombay High,5.0,Bar
5515,d7707818,The Bombay Canteen,4.5,Indian
5516,d1202559,It's Mirchi,4.5,Indian
5517,d4064145,The Arthouse,4.5,Indian International
5518,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5519,d5901185,Fountain Sizzlers,4.5,Indian
5520,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5521,d21387580,Fiona,5.0,Italian Indian Bar Asian
5522,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5523,d2034920,Namak,5.0,Indian
5524,d8010527,Saptami,5.0,Indian
5525,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5526,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5527,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5528,d15223662,Ummrao,5.0,Indian
5529,d804433,Kebabs & Kurries,5.0,Indian
5530,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5531,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5532,d19428928,Tanatan Shivaji Park,5.0,Indian
5533,d1014520,Peshawri,4.5,Indian Healthy
5534,d3268182,Nawab Saheb,5.0,Indian
5535,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5536,d16845556,Yeda Republic,5.0,Asian
5537,d6158439,The Brasserie,4.5,Indian International Asian
5538,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5539,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5540,d1138825,Lotus Cafe,4.5,Indian Cafe International
5541,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5542,d1370074,Dakshin Coastal,4.5,Indian
5543,d947165,Flamboyante,4.5,Indian
5544,d5899260,Bombay High,5.0,Bar
5545,d7707818,The Bombay Canteen,4.5,Indian
5546,d1202559,It's Mirchi,4.5,Indian
5547,d4064145,The Arthouse,4.5,Indian International
5548,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5549,d5901185,Fountain Sizzlers,4.5,Indian
5550,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5551,d21387580,Fiona,5.0,Italian Indian Bar Asian
5552,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5553,d2034920,Namak,5.0,Indian
5554,d8010527,Saptami,5.0,Indian
5555,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5556,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5557,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5558,d15223662,Ummrao,5.0,Indian
5559,d804433,Kebabs & Kurries,5.0,Indian
5560,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5561,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5562,d19428928,Tanatan Shivaji Park,5.0,Indian
5563,d1014520,Peshawri,4.5,Indian Healthy
5564,d3268182,Nawab Saheb,5.0,Indian
5565,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5566,d16845556,Yeda Republic,5.0,Asian
5567,d6158439,The Brasserie,4.5,Indian International Asian
5568,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5569,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5570,d1138825,Lotus Cafe,4.5,Indian Cafe International
5571,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5572,d1370074,Dakshin Coastal,4.5,Indian
5573,d947165,Flamboyante,4.5,Indian
5574,d5899260,Bombay High,5.0,Bar
5575,d7707818,The Bombay Canteen,4.5,Indian
5576,d1202559,It's Mirchi,4.5,Indian
5577,d4064145,The Arthouse,4.5,Indian International
5578,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5579,d5901185,Fountain Sizzlers,4.5,Indian
5580,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5581,d21387580,Fiona,5.0,Italian Indian Bar Asian
5582,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5583,d2034920,Namak,5.0,Indian
5584,d8010527,Saptami,5.0,Indian
5585,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5586,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5587,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5588,d15223662,Ummrao,5.0,Indian
5589,d804433,Kebabs & Kurries,5.0,Indian
5590,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5591,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5592,d19428928,Tanatan Shivaji Park,5.0,Indian
5593,d1014520,Peshawri,4.5,Indian Healthy
5594,d3268182,Nawab Saheb,5.0,Indian
5595,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5596,d16845556,Yeda Republic,5.0,Asian
5597,d6158439,The Brasserie,4.5,Indian International Asian
5598,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5599,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5600,d1138825,Lotus Cafe,4.5,Indian Cafe International
5601,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5602,d1370074,Dakshin Coastal,4.5,Indian
5603,d947165,Flamboyante,4.5,Indian
5604,d5899260,Bombay High,5.0,Bar
5605,d7707818,The Bombay Canteen,4.5,Indian
5606,d1202559,It's Mirchi,4.5,Indian
5607,d4064145,The Arthouse,4.5,Indian International
5608,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5609,d5901185,Fountain Sizzlers,4.5,Indian
5610,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5611,d21387580,Fiona,5.0,Italian Indian Bar Asian
5612,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5613,d2034920,Namak,5.0,Indian
5614,d8010527,Saptami,5.0,Indian
5615,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5616,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5617,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5618,d15223662,Ummrao,5.0,Indian
5619,d804433,Kebabs & Kurries,5.0,Indian
5620,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5621,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5622,d19428928,Tanatan Shivaji Park,5.0,Indian
5623,d1014520,Peshawri,4.5,Indian Healthy
5624,d3268182,Nawab Saheb,5.0,Indian
5625,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5626,d16845556,Yeda Republic,5.0,Asian
5627,d6158439,The Brasserie,4.5,Indian International Asian
5628,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5629,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5630,d1138825,Lotus Cafe,4.5,Indian Cafe International
5631,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5632,d1370074,Dakshin Coastal,4.5,Indian
5633,d947165,Flamboyante,4.5,Indian
5634,d5899260,Bombay High,5.0,Bar
5635,d7707818,The Bombay Canteen,4.5,Indian
5636,d1202559,It's Mirchi,4.5,Indian
5637,d4064145,The Arthouse,4.5,Indian International
5638,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5639,d5901185,Fountain Sizzlers,4.5,Indian
5640,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5641,d21387580,Fiona,5.0,Italian Indian Bar Asian
5642,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5643,d2034920,Namak,5.0,Indian
5644,d8010527,Saptami,5.0,Indian
5645,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5646,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5647,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5648,d15223662,Ummrao,5.0,Indian
5649,d804433,Kebabs & Kurries,5.0,Indian
5650,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5651,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5652,d19428928,Tanatan Shivaji Park,5.0,Indian
5653,d1014520,Peshawri,4.5,Indian Healthy
5654,d3268182,Nawab Saheb,5.0,Indian
5655,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5656,d16845556,Yeda Republic,5.0,Asian
5657,d6158439,The Brasserie,4.5,Indian International Asian
5658,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5659,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5660,d1138825,Lotus Cafe,4.5,Indian Cafe International
5661,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5662,d1370074,Dakshin Coastal,4.5,Indian
5663,d947165,Flamboyante,4.5,Indian
5664,d5899260,Bombay High,5.0,Bar
5665,d7707818,The Bombay Canteen,4.5,Indian
5666,d1202559,It's Mirchi,4.5,Indian
5667,d4064145,The Arthouse,4.5,Indian International
5668,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5669,d5901185,Fountain Sizzlers,4.5,Indian
5670,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5671,d21387580,Fiona,5.0,Italian Indian Bar Asian
5672,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5673,d2034920,Namak,5.0,Indian
5674,d8010527,Saptami,5.0,Indian
5675,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5676,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5677,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5678,d15223662,Ummrao,5.0,Indian
5679,d804433,Kebabs & Kurries,5.0,Indian
5680,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5681,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5682,d19428928,Tanatan Shivaji Park,5.0,Indian
5683,d1014520,Peshawri,4.5,Indian Healthy
5684,d3268182,Nawab Saheb,5.0,Indian
5685,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5686,d16845556,Yeda Republic,5.0,Asian
5687,d6158439,The Brasserie,4.5,Indian International Asian
5688,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5689,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5690,d1138825,Lotus Cafe,4.5,Indian Cafe International
5691,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5692,d1370074,Dakshin Coastal,4.5,Indian
5693,d947165,Flamboyante,4.5,Indian
5694,d5899260,Bombay High,5.0,Bar
5695,d7707818,The Bombay Canteen,4.5,Indian
5696,d1202559,It's Mirchi,4.5,Indian
5697,d4064145,The Arthouse,4.5,Indian International
5698,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5699,d5901185,Fountain Sizzlers,4.5,Indian
5700,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5701,d21387580,Fiona,5.0,Italian Indian Bar Asian
5702,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5703,d2034920,Namak,5.0,Indian
5704,d8010527,Saptami,5.0,Indian
5705,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5706,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5707,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5708,d15223662,Ummrao,5.0,Indian
5709,d804433,Kebabs & Kurries,5.0,Indian
5710,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5711,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5712,d19428928,Tanatan Shivaji Park,5.0,Indian
5713,d1014520,Peshawri,4.5,Indian Healthy
5714,d3268182,Nawab Saheb,5.0,Indian
5715,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5716,d16845556,Yeda Republic,5.0,Asian
5717,d6158439,The Brasserie,4.5,Indian International Asian
5718,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5719,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5720,d1138825,Lotus Cafe,4.5,Indian Cafe International
5721,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5722,d1370074,Dakshin Coastal,4.5,Indian
5723,d947165,Flamboyante,4.5,Indian
5724,d5899260,Bombay High,5.0,Bar
5725,d7707818,The Bombay Canteen,4.5,Indian
5726,d1202559,It's Mirchi,4.5,Indian
5727,d4064145,The Arthouse,4.5,Indian International
5728,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5729,d5901185,Fountain Sizzlers,4.5,Indian
5730,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5731,d21387580,Fiona,5.0,Italian Indian Bar Asian
5732,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5733,d2034920,Namak,5.0,Indian
5734,d8010527,Saptami,5.0,Indian
5735,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5736,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5737,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5738,d15223662,Ummrao,5.0,Indian
5739,d804433,Kebabs & Kurries,5.0,Indian
5740,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5741,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5742,d19428928,Tanatan Shivaji Park,5.0,Indian
5743,d1014520,Peshawri,4.5,Indian Healthy
5744,d3268182,Nawab Saheb,5.0,Indian
5745,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5746,d16845556,Yeda Republic,5.0,Asian
5747,d6158439,The Brasserie,4.5,Indian International Asian
5748,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5749,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5750,d1138825,Lotus Cafe,4.5,Indian Cafe International
5751,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5752,d1370074,Dakshin Coastal,4.5,Indian
5753,d947165,Flamboyante,4.5,Indian
5754,d5899260,Bombay High,5.0,Bar
5755,d7707818,The Bombay Canteen,4.5,Indian
5756,d1202559,It's Mirchi,4.5,Indian
5757,d4064145,The Arthouse,4.5,Indian International
5758,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5759,d5901185,Fountain Sizzlers,4.5,Indian
5760,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5761,d21387580,Fiona,5.0,Italian Indian Bar Asian
5762,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5763,d2034920,Namak,5.0,Indian
5764,d8010527,Saptami,5.0,Indian
5765,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5766,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5767,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5768,d15223662,Ummrao,5.0,Indian
5769,d804433,Kebabs & Kurries,5.0,Indian
5770,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5771,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5772,d19428928,Tanatan Shivaji Park,5.0,Indian
5773,d1014520,Peshawri,4.5,Indian Healthy
5774,d3268182,Nawab Saheb,5.0,Indian
5775,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5776,d16845556,Yeda Republic,5.0,Asian
5777,d6158439,The Brasserie,4.5,Indian International Asian
5778,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5779,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5780,d1138825,Lotus Cafe,4.5,Indian Cafe International
5781,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5782,d1370074,Dakshin Coastal,4.5,Indian
5783,d947165,Flamboyante,4.5,Indian
5784,d5899260,Bombay High,5.0,Bar
5785,d7707818,The Bombay Canteen,4.5,Indian
5786,d1202559,It's Mirchi,4.5,Indian
5787,d4064145,The Arthouse,4.5,Indian International
5788,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5789,d5901185,Fountain Sizzlers,4.5,Indian
5790,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5791,d21387580,Fiona,5.0,Italian Indian Bar Asian
5792,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5793,d2034920,Namak,5.0,Indian
5794,d8010527,Saptami,5.0,Indian
5795,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5796,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5797,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5798,d15223662,Ummrao,5.0,Indian
5799,d804433,Kebabs & Kurries,5.0,Indian
5800,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5801,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5802,d19428928,Tanatan Shivaji Park,5.0,Indian
5803,d1014520,Peshawri,4.5,Indian Healthy
5804,d3268182,Nawab Saheb,5.0,Indian
5805,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5806,d16845556,Yeda Republic,5.0,Asian
5807,d6158439,The Brasserie,4.5,Indian International Asian
5808,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5809,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5810,d1138825,Lotus Cafe,4.5,Indian Cafe International
5811,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5812,d1370074,Dakshin Coastal,4.5,Indian
5813,d947165,Flamboyante,4.5,Indian
5814,d5899260,Bombay High,5.0,Bar
5815,d7707818,The Bombay Canteen,4.5,Indian
5816,d1202559,It's Mirchi,4.5,Indian
5817,d4064145,The Arthouse,4.5,Indian International
5818,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5819,d5901185,Fountain Sizzlers,4.5,Indian
5820,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5821,d21387580,Fiona,5.0,Italian Indian Bar Asian
5822,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5823,d2034920,Namak,5.0,Indian
5824,d8010527,Saptami,5.0,Indian
5825,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5826,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5827,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5828,d15223662,Ummrao,5.0,Indian
5829,d804433,Kebabs & Kurries,5.0,Indian
5830,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5831,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5832,d19428928,Tanatan Shivaji Park,5.0,Indian
5833,d1014520,Peshawri,4.5,Indian Healthy
5834,d3268182,Nawab Saheb,5.0,Indian
5835,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5836,d16845556,Yeda Republic,5.0,Asian
5837,d6158439,The Brasserie,4.5,Indian International Asian
5838,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5839,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5840,d1138825,Lotus Cafe,4.5,Indian Cafe International
5841,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5842,d1370074,Dakshin Coastal,4.5,Indian
5843,d947165,Flamboyante,4.5,Indian
5844,d5899260,Bombay High,5.0,Bar
5845,d7707818,The Bombay Canteen,4.5,Indian
5846,d1202559,It's Mirchi,4.5,Indian
5847,d4064145,The Arthouse,4.5,Indian International
5848,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5849,d5901185,Fountain Sizzlers,4.5,Indian
5850,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5851,d21387580,Fiona,5.0,Italian Indian Bar Asian
5852,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5853,d2034920,Namak,5.0,Indian
5854,d8010527,Saptami,5.0,Indian
5855,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5856,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5857,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
5858,d15223662,Ummrao,5.0,Indian
5859,d804433,Kebabs & Kurries,5.0,Indian
5860,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
5861,d21511592,Rasoi Kitchen & Bar,5.0,Indian
5862,d19428928,Tanatan Shivaji Park,5.0,Indian
5863,d1014520,Peshawri,4.5,Indian Healthy
5864,d3268182,Nawab Saheb,5.0,Indian
5865,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
5866,d16845556,Yeda Republic,5.0,Asian
5867,d6158439,The Brasserie,4.5,Indian International Asian
5868,d17609451,Gallery Café,5.0,Indian International Asian Healthy
5869,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
5870,d1138825,Lotus Cafe,4.5,Indian Cafe International
5871,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
5872,d1370074,Dakshin Coastal,4.5,Indian
5873,d947165,Flamboyante,4.5,Indian
5874,d5899260,Bombay High,5.0,Bar
5875,d7707818,The Bombay Canteen,4.5,Indian
5876,d1202559,It's Mirchi,4.5,Indian
5877,d4064145,The Arthouse,4.5,Indian International
5878,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
5879,d5901185,Fountain Sizzlers,4.5,Indian
5880,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
5881,d21387580,Fiona,5.0,Italian Indian Bar Asian
5882,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
5883,d2034920,Namak,5.0,Indian
5884,d8010527,Saptami,5.0,Indian
5885,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
5886,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
5887,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
